Id,SalePrice
1635,177885.7906040848
1636,152452.5010661876
1637,202225.5764828812
1638,181385.2094940644
1639,184323.0906862818
1640,249370.8271824599
1641,176293.643513657
1642,231238.902652355
1643,211341.4993556254
1644,221974.1530009565
1645,197938.6311983198
1646,160199.5879762022
1647,154931.9497835111
1648,128687.1316426372
1649,140557.0805867231
1650,117356.5482980317
1651,121722.3703660083
1652,91497.1280769435
1653,93559.03893834085
1654,143555.6231134213
1655,135455.2837477032
1656,140944.9548934453
1657,148268.6657459811
1658,142788.0013438563
1659,116472.5587247778
1660,153654.2157804385
1661,431662.4548344993
1662,388782.1430703622
1663,371277.0471054841
1664,443228.6169675036
1665,300334.5721671564
1666,337749.1813679429
1667,371336.0612809824
1668,338254.0531817763
1669,299605.7862815691
1670,335788.888332191
1671,263717.5910376229
1672,421499.1975132981
1673,292632.267824628
1674,241813.8843153228
1675,192245.8525007738
1676,197444.5827844406
1677,217099.3387559153
1678,440576.2046458884
1679,380116.6787348147
1680,332490.044317106
1681,243487.2045250957
1682,297860.2047569909
1683,177663.3827511037
1684,170092.411435935
1685,172732.4256452274
1686,170575.8475885772
1687,168894.2932185395
1688,190968.6669732943
1689,192397.7753753237
1690,196015.4118480244
1691,184869.9545472214
1692,262218.4895901688
1693,164887.055532051
1694,183196.6433485789
1695,164211.1446667729
1696,272462.0297606367
1697,166497.2891144416
1698,355013.1478416087
1699,321078.6988381619
1700,248991.4488359148
1701,262177.7137376146
1702,240538.5766051882
1703,245427.8743604549
1704,283838.6063165949
1705,232561.0185277207
1706,316303.4467182232
1707,215929.4348889219
1708,204570.5162190207
1709,259330.8227187991
1710,219020.3911245649
1711,262679.6330242084
1712,256462.7565114551
1713,273141.3663892849
1714,215421.4359522221
1715,204585.9700360911
1716,183633.4069066171
1717,170231.8879581442
1718,134296.6359966135
1719,196486.0622012049
1720,238763.1485679005
1721,162420.7597662807
1722,124262.5910379357
1723,155232.7836821095
1724,216076.660797941
1725,239393.3903787717
1726,189406.366276779
1727,160970.7212056498
1728,177262.4095034347
1729,167384.374422116
1730,159378.2730597584
1731,117979.5307449066
1732,124485.8677736871
1733,114982.9900599005
1734,119707.3638994329
1735,128000.2591945896
1736,108066.6012303284
1737,292968.9145743656
1738,234900.9298857042
1739,256234.3741008128
1740,224117.9819397148
1741,188914.8708239617
1742,169353.3853223885
1743,174397.413383439
1744,300587.5825795961
1745,221629.844809682
1746,171074.3788802983
1747,206316.3721314746
1748,216273.3639272834
1749,147539.633530724
1750,126604.1214851922
1751,240293.4137719681
1752,115925.3969822859
1753,147313.5331191564
1754,191875.2719837661
1755,168085.1590368971
1756,124556.6528441698
1757,122759.9157421837
1758,142675.2719077731
1759,160812.2512071415
1760,169677.210474613
1761,146345.8859470347
1762,176882.9684365606
1763,171970.9858798939
1764,113342.7674069422
1765,164734.0373349488
1766,188171.0895082311
1767,234131.477566704
1768,141408.0353547677
1769,168459.323986827
1770,155154.7994678812
1771,124894.6981788804
1772,131240.3904685303
1773,129939.4398871024
1774,143279.3775428963
1775,139345.1371969812
1776,120398.879855602
1777,116389.2139652354
1778,142970.1520535351
1779,112028.255668334
1780,170427.3050580833
1781,126565.8779049022
1782,87954.77223746598
1783,142190.0215043924
1784,104442.8518308594
1785,119886.4216852057
1786,131247.2288800759
1787,161643.679168174
1788,61541.00503171544
1789,97668.8465313389
1790,77271.72696139391
1791,182146.5551101597
1792,161702.8410197777
1793,126774.5648266171
1794,149706.9190950615
1795,134399.6446666684
1796,120389.6673421962
1797,117121.881424649
1798,127895.908874738
1799,109572.5645584568
1800,131066.0770052554
1801,134136.0581451156
1802,133231.9240011167
1803,147823.1649907263
1804,146291.2886823036
1805,138110.889717109
1806,124415.2297004527
1807,126103.2590552105
1808,121203.837870077
1809,121457.9018796574
1810,137499.3677731485
1811,99194.06383150368
1812,102703.6973522892
1813,123859.5912217076
1814,91425.0556012803
1815,52022.47947223031
1816,98995.37970945257
1817,113485.5406380113
1818,146143.8848138017
1819,125013.9402095939
1820,54589.01512532959
1821,105260.8539813555
1822,145826.8713415176
1823,46811.2732305282
1824,130940.9174036744
1825,134248.3945659968
1826,99710.62554691941
1827,100365.6320206476
1828,133091.243866222
1829,117752.7118659532
1830,139643.3884705676
1831,140926.036317179
1832,89361.40041338583
1833,133703.5160497609
1834,117479.9226383707
1835,123543.9682170288
1836,120827.2641154372
1837,90228.1203425182
1838,123353.3690004007
1839,96813.81319929588
1840,152290.0979115452
1841,136008.2631343892
1842,89065.7008540276
1843,130919.1542198368
1844,131906.1915739142
1845,133888.7737188642
1846,153481.9225385056
1847,152944.6173136257
1848,53618.15366706443
1849,105789.6754514367
1850,117176.955125206
1851,157964.2128946924
1852,124674.5928722864
1853,131608.0905435785
1854,163982.9071990979
1855,147514.5583854047
1856,213784.0050260627
1857,149202.7272425645
1858,140257.6311456555
1859,117971.0067656245
1860,150576.819300049
1861,117812.4661118621
1862,301490.2438861912
1863,281203.1144970219
1864,281251.4584884206
1865,320343.9458373318
1866,319008.0442469827
1867,229106.8218910428
1868,296347.7690899376
1869,204458.6996131569
1870,225715.8538365718
1871,247235.5091305842
1872,171712.4018211802
1873,240763.8054769476
1874,147240.6163151894
1875,198666.8910279686
1876,201358.9331323886
1877,211604.7988404918
1878,211717.7501646479
1879,127083.0700233477
1880,131020.176069896
1881,250700.2138237065
1882,245428.8011287338
1883,187595.9332171382
1884,203143.4661818408
1885,235455.2433620002
1886,288463.1228096113
1887,211982.5935680042
1888,276507.3495517994
1889,165487.1702808508
1890,120519.2016627401
1891,132278.5149909326
1892,97582.03272811181
1893,125892.4395447226
1894,124378.5546212028
1895,132320.0579950303
1896,122909.2247325532
1897,114390.3318721028
1898,105497.4227912594
1899,149059.7512809729
1900,143595.5104498181
1901,168695.0964518416
1902,141200.6728299191
1903,200375.8276952673
1904,142959.9932922964
1905,192850.8149172616
1906,169620.3647345663
1907,202211.0543951386
1908,105348.8485469966
1909,130931.3164436675
1910,116168.5367997786
1911,206886.387661453
1912,328813.8217403987
1913,143493.7860276351
1914,57736.08231431288
1915,287698.1402392734
1916,67451.40126740102
1917,251749.961133169
1918,142722.3148186664
1919,176895.1061355112
1920,161634.6829401919
1921,384047.2824730186
1922,312931.7445733112
1923,219666.7483747527
1924,224846.4138993275
1925,194860.3362075902
1926,376359.5792478412
1927,131434.4940885602
1928,157388.7431826534
1929,126711.3487596873
1930,126780.1785418777
1931,146238.8705488681
1932,142642.1388428404
1933,179524.6836829748
1934,181630.2599102684
1935,174140.8703143311
1936,189469.8108429613
1937,180771.7280277988
1938,175400.8744946299
1939,231014.306252071
1940,187607.325984418
1941,172687.5660658119
1942,186470.5227296933
1943,203275.7795633408
1944,341436.0677163377
1945,380767.323753007
1946,150089.5566560684
1947,236215.6193183772
1948,175403.6861365649
1949,249924.050938966
1950,184079.9797622213
1951,246470.9358258068
1952,208461.8137057188
1953,161487.7456396174
1954,180300.5264243782
1955,133731.6816782801
1956,309172.8137855395
1957,157102.3922936644
1958,305879.5377025644
1959,144172.0391962937
1960,110508.7194709347
1961,123489.7289651551
1962,92167.57335686624
1963,100222.0239522134
1964,104300.3044061895
1965,141529.1210729461
1966,133288.8430725007
1967,292228.498980488
1968,408591.8983017565
1969,365701.3402426693
1970,414371.7993834149
1971,437817.5386956312
1972,380266.2186243078
1973,268083.5652059772
1974,323758.8427729718
1975,468104.2605488151
1976,266710.0768018769
1977,357722.3730453376
1978,349440.3801631082
1979,331581.0482530124
1980,200092.5596895993
1981,342878.3983298284
1982,214664.750409978
1983,205131.1987098211
1984,166744.1357765731
1985,220075.1212989508
1986,212647.5840770343
1987,182223.7470310738
1988,177393.7298600519
1989,194466.9172501327
1990,215697.1666801595
1991,226533.2784997483
1992,214821.9082297538
1993,166219.8701435294
1994,227656.1292375811
1995,184583.827748937
1996,248382.1541181504
1997,305705.0635259065
1998,323581.7082308879
1999,269686.2101005979
2000,320522.1514437917
2001,287162.5982338598
2002,240247.5336732465
2003,261339.597835974
2004,286971.0575059323
2005,216000.3189818673
2006,223387.4009783839
2007,243382.8643506164
2008,216894.04503054
2009,199732.8027867835
2010,187664.5340159625
2011,139385.5135217361
2012,172540.4714021016
2013,183418.0000771985
2014,183628.0346195042
2015,197355.9413605123
2016,196165.1485438865
2017,196806.8319933119
2018,114528.638392599
2019,137226.0410088724
2020,105193.2059509407
2021,102450.8686074889
2022,181649.5373881796
2023,142708.8510711085
2024,263040.4237269287
2025,363870.1048368055
2026,170494.177608086
2027,157272.3069543738
2028,151525.1964057723
2029,166426.0924195849
2030,265380.3892995485
2031,224708.7144069893
2032,242764.4175062285
2033,254807.3315086445
2034,166999.4144863719
2035,214452.426948321
2036,189575.1072251705
2037,191896.0458927091
2038,307781.4912171654
2039,220641.6614701637
2040,284460.1099364291
2041,287063.7361885057
2042,200581.2257879001
2043,172478.0010048633
2044,174701.4664589035
2045,202391.0025640741
2046,142502.6819065428
2047,145795.1586276288
2048,139151.3711609427
2049,144348.9649370165
2050,174099.8349580831
2051,98560.14632615862
2052,124579.4394431751
2053,149148.5272672224
2054,84310.34621681328
2055,157696.1748653832
2056,141688.0856697586
2057,114430.6366286976
2058,225390.1128219118
2059,131330.269651675
2060,178064.2598514887
2061,171871.0287542608
2062,131807.968955079
2063,115351.5527429023
2064,137541.0048076753
2065,117805.9325063678
2066,160376.1172088853
2067,119509.0748322302
2068,146527.1852407563
2069,80569.66491699536
2070,110512.838282149
2071,97824.21842489528
2072,135470.5993252797
2073,130233.9750051565
2074,181506.5631721506
2075,149566.0483387183
2076,122791.5259476287
2077,152813.3299314675
2078,128510.6074605609
2079,134252.2371413018
2080,114054.4007008909
2081,126904.4381195445
2082,124114.6978530081
2083,145640.7789082804
2084,107530.7982917271
2085,117270.4509573953
2086,110806.1470837065
2087,119868.3520334568
2088,98946.12908995144
2089,76856.04673316928
2090,125914.5104738321
2091,116787.3532626121
2092,125174.6301898496
2093,116749.3896732209
2094,108439.171132097
2095,150396.1242272229
2096,74171.5097152722
2097,103041.0536199187
2098,148838.3485196563
2099,54476.06660875881
2100,81511.6579318003
2101,122471.6815208192
2102,125273.434417284
2103,99788.74411906274
2104,132698.9061306405
2105,134985.7535922582
2106,66349.45793087645
2107,191741.0670375153
2108,113472.2599528262
2109,107971.641184272
2110,133169.3510157853
2111,132773.724002378
2112,141295.4138231654
2113,122675.2747678478
2114,113579.6653136659
2115,163849.1383804292
2116,112403.7464088915
2117,158890.7718362677
2118,125102.6192682223
2119,107874.107427334
2120,111468.9622728881
2121,24368.49972429899
2122,114172.2991850697
2123,82844.99990010398
2124,154260.6828874123
2125,123672.6954802918
2126,151816.4121779319
2127,150929.9186835099
2128,131726.2122955754
2129,87168.74939527252
2130,134558.674907484
2131,132541.5743660303
2132,117946.8443911362
2133,122360.9165245467
2134,120482.9265527243
2135,92530.7931530563
2136,78527.30116172237
2137,108661.4592015845
2138,132632.7497792423
2139,150662.1042941597
2140,137186.5317442643
2141,150372.8705503162
2142,124847.7701809316
2143,146364.7200238858
2144,127084.2413019069
2145,136738.1968088771
2146,153646.4231849983
2147,149049.7298200391
2148,128266.914671254
2149,155405.6551205728
2150,229350.9738827799
2151,112528.349317129
2152,182211.6433140733
2153,159193.8719747123
2154,108954.7448383438
2155,140016.8729409425
2156,264853.1008005597
2157,235987.6636972466
2158,229649.844210302
2159,200292.7466288075
2160,178058.8331326592
2161,232964.7415334828
2162,369739.1922951515
2163,342400.8020109338
2164,248529.9997486227
2165,195184.0211971652
2166,154918.6657789388
2167,217453.0664936988
2168,196639.4090601688
2169,198477.6460020067
2170,217425.9347247299
2171,150763.2205604533
2172,131319.4250326869
2173,162116.2665145264
2174,227619.1546932934
2175,292291.768005456
2176,310420.2550873611
2177,236842.41316838
2178,210337.2950314723
2179,140048.6444311675
2180,223141.2854190671
2181,192560.094201157
2182,227771.70209992
2183,194937.7982418538
2184,122545.3346935283
2185,122752.9062490842
2186,145089.4471770975
2187,154191.8678398714
2188,156963.8758435994
2189,258979.2357403594
2190,77466.79989791343
2191,79848.32557563575
2192,90927.4665015347
2193,105610.893144494
2194,103422.5065895412
2195,108155.4655193696
2196,95373.03602989548
2197,116620.7282107278
2198,154356.3676066546
2199,185124.7200055269
2200,149390.7365844521
2201,143730.5448387863
2202,209619.4064658952
2203,140181.6277617887
2204,182483.4810773036
2205,113702.5629728364
2206,137382.4532627054
2207,209881.0068043174
2208,263500.9770839455
2209,228188.8918268238
2210,114134.7784155492
2211,110724.2586286849
2212,120164.8325418654
2213,103610.6505109247
2214,137753.6371373124
2215,95992.4342179964
2216,145806.003253421
2217,69696.43586719879
2218,68689.10860974043
2219,64277.04115357944
2220,70925.48557071075
2221,288467.9611983577
2222,264479.6852573412
2223,290232.8200593431
2224,207798.9102449619
2225,124052.7036415152
2226,198073.8768277807
2227,197260.5628482504
2228,258428.3049903106
2229,251319.6559102849
2230,153076.7964378864
2231,213852.6956821533
2232,179361.8725792044
2233,182982.3927871885
2234,235511.6826761902
2235,223267.8363899956
2236,261380.0903567586
2237,325733.403195846
2238,187748.2506203776
2239,113306.7258883138
2240,152711.8254325998
2241,152070.1783102992
2242,127083.3775202417
2243,129046.7092313011
2244,108778.0147027458
2245,97026.33755217522
2246,140952.2424799017
2247,111786.5070172271
2248,121061.6033127073
2249,118044.6779002831
2250,129329.9181079738
2251,110499.7124157157
2252,183021.1661113254
2253,153848.8773468116
2254,178916.168315989
2255,193084.3794799552
2256,179743.7772582393
2257,206430.0195207081
2258,158174.3227745286
2259,173157.4097491635
2260,161941.8522773247
2261,179733.9251399824
2262,198681.2723439579
2263,370817.1364778738
2264,450674.9916227441
2265,168977.616362476
2266,291823.1212009165
2267,355317.667673033
2268,392779.1031804382
2269,149265.2199656744
2270,196706.9505334366
2271,216745.7209845957
2272,196314.1928300424
2273,163764.858744353
2274,181860.0139124934
2275,163237.9100333612
2276,185225.7567179959
2277,180222.7717846703
2278,149937.5353690634
2279,124641.5130080482
2280,113986.9812225441
2281,172694.7767283468
2282,188581.206590319
2283,102011.9392002704
2284,106790.0850706066
2285,136746.4101024791
2286,123912.7664075261
2287,345171.4414826372
2288,282045.1111168895
2289,373483.2851640223
2290,442942.9140684953
2291,335584.5361771072
2292,429056.5024980002
2293,444996.6573100066
2294,407514.8909621292
2295,452663.4930686665
2296,278996.0777720748
2297,326798.3285736128
2298,327520.8874504124
2299,365585.6073541969
2300,335098.1347554848
2301,294825.8301007933
2302,251983.1201786634
2303,243164.2754844093
2304,250895.9471754349
2305,195898.491195025
2306,190668.5559753099
2307,197090.1027970227
2308,221736.2804654068
2309,281811.4769453377
2310,210326.8714656627
2311,198516.880794071
2312,177332.0824490324
2313,172945.9197291272
2314,170052.0418156703
2315,179714.6299301305
2316,194196.2232647098
2317,188728.5613264823
2318,178195.9620830804
2319,181265.9277415267
2320,184856.8942147226
2321,231789.109014112
2322,179758.0228826273
2323,183170.7009980885
2324,177789.6417079335
2325,220103.663604598
2326,171534.3377902677
2327,206911.051115281
2328,227747.2130130495
2329,191050.9020356387
2330,179346.6662744156
2331,357897.156642161
2332,391711.5394874475
2333,325529.6878581793
2334,258748.0918378494
2335,276034.8778630971
2336,324156.4588226966
2337,204399.0698942459
2338,267250.7852535311
2339,230848.0025760714
2340,394215.465184779
2341,215774.4574511804
2342,229486.280118305
2343,228487.8310490735
2344,219107.5103744995
2345,235292.2612197897
2346,211271.7596162227
2347,198839.3312466437
2348,237858.1291496643
2349,181591.0451681121
2350,297195.5460295502
2351,256192.4581849015
2352,250021.0731592722
2353,251076.0310472423
2354,137355.4016801254
2355,144113.839569541
2356,152257.5091151021
2357,190152.4741302771
2358,198465.6846940232
2359,126165.5099892025
2360,113306.2043129401
2361,141250.423396939
2362,275493.1741380381
2363,133419.5830591515
2364,154832.0319445065
2365,213099.8613745832
2366,192923.4073086748
2367,223783.1766686577
2368,210491.1744397892
2369,214812.2442591069
2370,164891.0069949243
2371,164298.900317696
2372,185704.2909329166
2373,276021.4736284426
2374,308762.098001288
2375,240560.2980666404
2376,268691.9514740069
2377,350143.9190359393
2378,138390.174167145
2379,194625.0739360987
2380,145274.0108845374
2381,165812.4808570373
2382,203340.6286347524
2383,203805.1129506791
2384,247890.3533083398
2385,157919.9743609739
2386,133029.1977814611
2387,140581.4645090598
2388,102480.1789702994
2389,121078.1580337002
2390,141557.7997402031
2391,142925.7143393926
2392,116556.4030049322
2393,161690.9778807356
2394,142141.4408928557
2395,213952.398189193
2396,141995.5932327007
2397,223953.7009263043
2398,131331.3556562747
2399,68064.23209312001
2400,61436.00626283586
2401,117843.8279649763
2402,135618.797956545
2403,145770.010936508
2404,149359.8022703551
2405,161529.6867367747
2406,140955.6725592887
2407,126630.709167932
2408,146164.3975494675
2409,125602.1630606438
2410,172737.238010678
2411,115195.2873681741
2412,154774.3542722448
2413,130208.8867923313
2414,149589.7635536916
2415,136226.7925290577
2416,123024.7734962501
2417,131040.1489767421
2418,133782.4194207138
2419,128620.9990043201
2420,126731.6423452122
2421,150315.1650941414
2422,105627.1728821087
2423,128001.1273113318
2424,158346.8902373732
2425,205306.8317909575
2426,140379.5945725708
2427,143814.9197530174
2428,174101.9055002828
2429,110944.5446249031
2430,130029.5723941247
2431,109917.1326077399
2432,153395.1648188433
2433,151458.6154734188
2434,143702.742877349
2435,158605.38218542
2436,102501.5949077456
2437,104393.1295831165
2438,119347.4047545258
2439,106457.3676012579
2440,120023.6142448398
2441,94136.77673090326
2442,91860.69462494143
2443,123250.4034730952
2444,135419.9214319453
2445,89840.68505243046
2446,134021.3737641216
2447,188304.5940508817
2448,135256.3986274731
2449,111952.3588475821
2450,156254.2666771911
2451,132204.8195492618
2452,191951.580991503
2453,87822.03937544713
2454,126542.4136805217
2455,122264.6470958893
2456,138474.4602596308
2457,131715.6187544398
2458,122032.9020120828
2459,105135.5418601885
2460,143262.1064174548
2461,123075.6012374369
2462,133712.4009640751
2463,119543.1247691178
2464,177845.9766853521
2465,142004.9058733348
2466,115192.0439450641
2467,128069.2561436898
2468,77780.08782691314
2469,78986.48734106583
2470,190079.0555563943
2471,212703.8461450501
2472,162304.1540266502
2473,118818.9739031436
2474,84891.54039948345
2475,216391.5889294042
2476,118362.7999370849
2477,128620.3299202217
2478,155728.0345690102
2479,100362.3657931136
2480,155609.8641761833
2481,119931.7134452887
2482,132260.3606298901
2483,105990.9146255648
2484,121763.0389093639
2485,119254.3831135855
2486,155417.9769438599
2487,188433.1578213392
2488,158073.7399911995
2489,144798.8603553398
2490,144695.5630731783
2491,88773.89539720208
2492,193298.5829515554
2493,149847.8440195268
2494,150910.9176825681
2495,86671.1610973663
2496,241609.5517733837
2497,151803.7880380398
2498,108513.5612098712
2499,85047.68811873322
2500,122187.7242082369
2501,139168.7160367673
2502,145325.292635447
2503,102363.675977579
2504,185799.3220192993
2505,220842.1942160637
2506,257139.4925158594
2507,284367.4837456931
2508,253977.6525602944
2509,220027.5748841095
2510,218995.782584584
2511,175289.6400013349
2512,205045.9723117174
2513,225354.3559828887
2514,253050.5843214536
2515,148813.905498056
2516,176734.0842846632
2517,142364.7232868635
2518,153405.2740256416
2519,227976.7275199228
2520,217640.8459021453
2521,190065.270341021
2522,225677.6909590185
2523,122072.3860425668
2524,136908.0593980965
2525,153253.4363600885
2526,137471.0921591241
2527,110299.6909208181
2528,126254.7926846995
2529,131460.9692140597
2530,120910.9842897137
2531,258060.3142173504
2532,227303.3942339082
2533,195712.8759528487
2534,229318.793200739
2535,300011.2378957376
2536,236286.7827789845
2537,227406.3336598836
2538,181768.3034300446
2539,184929.1821031468
2540,182496.9698207141
2541,180419.1585361117
2542,165644.3163518913
2543,123435.356848107
2544,120246.4431065624
2545,138591.0522669535
2546,126234.8308140406
2547,139606.5383216912
2548,156707.8307005195
2549,160109.6768789826
2550,552646.087655108
2551,140106.0190008417
2552,129818.259380269
2553,75968.66349566111
2554,99536.00332008419
2555,117937.9866745413
2556,98634.07051932284
2557,106355.9410769089
2558,141127.979700351
2559,135378.0950904168
2560,147472.0311727568
2561,139854.8721060976
2562,134206.6424161649
2563,146214.5589087384
2564,194839.4351427538
2565,133063.5363639748
2566,157147.0090459053
2567,138504.5252120289
2568,194475.3331441724
2569,213377.7511078657
2570,112840.6546815892
2571,193634.5167363503
2572,143114.4166011643
2573,234782.394027693
2574,252005.8341409858
2575,126922.5847621248
2576,123190.0819232952
2577,149918.6674731891
2578,79607.11374125126
2579,64392.27978173357
2580,100939.4983720481
2581,102926.5411179082
2582,100644.9005591263
2583,264802.9924282799
2584,175438.3751049145
2585,192192.6750420689
2586,221055.379799297
2587,197398.5688146895
2588,135691.9705514573
2589,150040.1017326684
2590,204971.651005666
2591,214364.6436635675
2592,214078.3317035601
2593,258922.1103872969
2594,177231.7840237936
2595,199195.7755023531
2596,306702.7374592961
2597,187968.7723859507
2598,276294.9225271749
2599,316573.0345291737
2600,146965.1300972516
2601,140255.9043702352
2602,81857.53010685995
2603,98346.6240289957
2604,87149.6918580397
2605,77394.94037187006
2606,149475.1029985373
2607,191882.5941694112
2608,203028.0979491459
2609,168255.9383032782
2610,107464.432418824
2611,124913.354392608
2612,157260.8050462913
2613,129627.813119694
2614,123907.6148094079
2615,157592.0889003572
2616,146850.9863694896
2617,187215.9866645157
2618,203510.9770111706
2619,199969.1250070487
2620,187621.2049165654
2621,180518.4870016891
2622,185201.4956837361
2623,242385.5949511294
2624,312020.4945342314
2625,287056.0946259162
2626,173246.047958557
2627,158878.927804047
2628,457302.3029105649
2629,474637.5441463395
2630,366434.0129687137
2631,460200.6495903761
2632,441465.614180857
2633,305666.9088578873
2634,413834.787366915
2635,162681.3583091973
2636,172757.8832694426
2637,174759.6053220745
2638,254972.9656840121
2639,190565.3830341221
2640,153853.5993900363
2641,104482.0812381305
2642,192807.0757244838
2643,96609.15950321493
2644,121478.1211470472
2645,102639.6396520373
2646,89171.58869707024
2647,98846.36002896797
2648,141495.6583093537
2649,147936.1598498047
2650,130656.5285310284
2651,140728.6104537534
2652,413106.9824617172
2653,249826.0137333231
2654,259330.4787740528
2655,400454.9756523971
2656,321369.2152248736
2657,346954.5959158855
2658,296963.3495921569
2659,303154.0860447988
2660,369232.5127866676
2661,365119.7211988672
2662,363308.3372009912
2663,287040.2416422329
2664,279909.5416621324
2665,322930.5866174289
2666,287207.8342383017
2667,170169.8498297418
2668,173132.0911214598
2669,184123.1826980521
2670,278005.5794806012
2671,182764.1793982617
2672,193296.111943065
2673,207767.2111536525
2674,199690.2059599651
2675,167277.3713762009
2676,194045.4063626055
2677,202062.0635084369
2678,252632.6068606697
2679,281871.8379515053
2680,286570.4513305518
2681,408651.6215870678
2682,327865.9047994501
2683,499322.7798106533
2684,320903.9096851079
2685,326700.8889304039
2686,258997.8803754244
2687,304333.6482489446
2688,210863.8112483695
2689,205598.1688465898
2690,410653.6025230717
2691,193967.5729970746
2692,137015.6552082133
2693,199667.614467793
2694,136091.4532270618
2695,191528.0200373071
2696,184454.2400359438
2697,189118.6235259864
2698,198015.6906434446
2699,176708.7432496505
2700,157565.7520633214
2701,152617.23083512
2702,109028.6882057055
2703,125436.7957843086
2704,140773.3086125124
2705,110257.4346814297
2706,106973.3064034168
2707,118182.1138230556
2708,127918.7974504265
2709,102781.8196706707
2710,122775.9967554927
2711,279574.3970812988
2712,372195.5948923251
2713,167338.62696065
2714,148658.2721966454
2715,170579.2136239887
2716,142781.1068757131
2717,186522.9381313776
2718,213044.8578815631
2719,153655.7144863385
2720,168631.3971425644
2721,133960.2519449032
2722,163920.658974742
2723,145910.263460721
2724,125328.3088327967
2725,133253.3648682047
2726,150898.0116747798
2727,185389.0389048182
2728,178278.870082815
2729,150169.3764923827
2730,147011.9615302238
2731,132905.8292916247
2732,138776.0686611831
2733,159183.3472647108
2734,146581.1298266835
2735,135392.1238981387
2736,141708.4498988857
2737,120772.3993951564
2738,136661.1063748727
2739,159416.0150327321
2740,136280.1597637136
2741,152516.0006386462
2742,154133.0675670389
2743,156562.8619944104
